  260,20150101,   28
  260,20150102,   44
  260,20150103,    0
  260,20150104,   57
  260,20150105,    5
  260,20150106,   36
  260,20150107,   51
  260,20150108,    0
  260,20150109,    0
  260,20150110,    4
  260,20150111,    5
  260,20150112,    0
  260,20150113,    0
  260,20150114,   15
  260,20150115,    0
  260,20150116,   42
  260,20150117,   69
  260,20150118,    0
  260,20150119,    0
  260,20150120,   17
  260,20150121,    5
  260,20150122,    0
  260,20150123,    0
  260,20150124,   46
  260,20150125,    0
  260,20150126,    2
  260,20150127,   24
  260,20150128,    0
  260,20150129,   15
  260,20150130,   56
  260,20150131,   20
  260,20150201,   13
  260,20150202,   38
  260,20150203,   72
  260,20150204,   49
  260,20150205,   36
  260,20150206,   79
  260,20150207,    5
  260,20150208,   46
  260,20150209,    0
  260,20150210,    2
  260,20150211,    0
  260,20150212,    0
  260,20150213,   73
  260,20150214,   16
  260,20150215,   89
  260,20150216,   88
  260,20150217,   24
  260,20150218,   90
  260,20150219,   51
  260,20150220,    0
  260,20150221,   16
  260,20150222,   76
  260,20150223,   42
  260,20150224,   36
  260,20150225,   44
  260,20150226,    0
  260,20150227,   74
  260,20150228,   69
  260,20150301,   70
  260,20150302,   68
  260,20150303,   18
  260,20150304,   29
  260,20150305,   68
  260,20150306,    7
  260,20150307,   63
  260,20150308,  100
  260,20150309,   27
  260,20150310,   87
  260,20150311,   92
  260,20150312,  105
  260,20150313,  102
  260,20150314,    8
  260,20150315,    0
  260,20150316,   74
  260,20150317,  106
  260,20150318,    9
  260,20150319,   50
  260,20150320,   49
  260,20150321,   27
  260,20150322,   75
  260,20150323,   92
  260,20150324,   66
  260,20150325,    0
  260,20150326,   18
  260,20150327,   16
  260,20150328,    8
  260,20150329,    2
  260,20150330,   79
  260,20150331,   52
  260,20150401,   60
  260,20150402,   59
  260,20150403,   29
  260,20150404,   46
  260,20150405,  109
  260,20150406,   18
  260,20150407,   84
  260,20150408,   36
  260,20150409,  115
  260,20150410,  109
  260,20150411,   33
  260,20150412,  103
  260,20150413,  104
  260,20150414,  114
  260,20150415,  127
  260,20150416,   98
  260,20150417,   75
  260,20150418,  125
  260,20150419,   82
  260,20150420,  126
  260,20150421,  129
  260,20150422,   31
  260,20150423,   88
  260,20150424,  107
  260,20150425,   27
  260,20150426,   10
  260,20150427,  116
  260,20150428,  103
  260,20150429,   43
  260,20150430,   98
  260,20150501,   96
  260,20150502,  107
  260,20150503,   26
  260,20150504,   54
  260,20150505,   81
  260,20150506,   82
  260,20150507,   72
  260,20150508,   59
  260,20150509,   19
  260,20150510,  137
  260,20150511,  105
  260,20150512,   70
  260,20150513,  100
  260,20150514,   85
  260,20150515,   86
  260,20150516,   22
  260,20150517,   98
  260,20150518,   15
  260,20150519,   72
  260,20150520,  106
  260,20150521,  120
  260,20150522,   36
  260,20150523,   64
  260,20150524,  138
  260,20150525,   33
  260,20150526,   56
  260,20150527,   65
  260,20150528,   66
  260,20150529,    9
  260,20150530,  138
  260,20150531,    3
  260,20150601,   56
  260,20150602,    0
  260,20150603,   59
  260,20150604,  151
  260,20150605,  113
  260,20150606,  134
  260,20150607,  142
  260,20150608,  132
  260,20150609,   57
  260,20150610,  119
  260,20150611,  151
  260,20150612,  136
  260,20150613,   38
  260,20150614,    5
  260,20150615,  139
  260,20150616,   47
  260,20150617,   85
  260,20150618,   49
  260,20150619,   14
  260,20150620,    3
  260,20150621,   29
  260,20150622,   14
  260,20150623,   36
  260,20150624,   74
  260,20150625,  121
  260,20150626,   36
  260,20150627,  103
  260,20150628,   41
  260,20150629,   92
  260,20150630,  153
  260,20150701,  152
  260,20150702,  113
  260,20150703,  141
  260,20150704,   97
  260,20150705,   58
  260,20150706,  109
  260,20150707,   73
  260,20150708,   32
  260,20150709,   95
  260,20150710,  141
  260,20150711,  101
  260,20150712,    2
  260,20150713,    1
  260,20150714,   17
  260,20150715,    9
  260,20150716,  123
  260,20150717,   76
  260,20150718,  104
  260,20150719,   46
  260,20150720,   36
  260,20150721,  114
  260,20150722,   85
  260,20150723,  100
  260,20150724,   10
  260,20150725,   17
  260,20150726,   69
  260,20150727,   29
  260,20150728,   24
  260,20150729,   98
  260,20150730,   96
  260,20150731,  106
  260,20150801,  125
  260,20150802,  121
  260,20150803,  129
  260,20150804,   52
  260,20150805,  103
  260,20150806,  115
  260,20150807,  113
  260,20150808,  109
  260,20150809,   77
  260,20150810,   48
  260,20150811,   35
  260,20150812,   58
  260,20150813,  107
  260,20150814,   36
  260,20150815,   23
  260,20150816,    0
  260,20150817,    0
  260,20150818,    8
  260,20150819,   41
  260,20150820,   94
  260,20150821,   78
  260,20150822,  114
  260,20150823,   86
  260,20150824,   48
  260,20150825,   39
  260,20150826,   43
  260,20150827,    2
  260,20150828,   85
  260,20150829,  123
  260,20150830,   73
  260,20150831,   45
  260,20150901,   50
  260,20150902,   59
  260,20150903,   58
  260,20150904,   15
  260,20150905,   42
  260,20150906,   43
  260,20150907,   35
  260,20150908,    3
  260,20150909,  112
  260,20150910,  110
  260,20150911,  120
  260,20150912,   13
  260,20150913,   71
  260,20150914,   36
  260,20150915,   30
  260,20150916,    7
  260,20150917,    5
  260,20150918,   60
  260,20150919,   21
  260,20150920,   36
  260,20150921,   52
  260,20150922,   31
  260,20150923,   47
  260,20150924,    6
  260,20150925,   42
  260,20150926,   63
  260,20150927,   83
  260,20150928,   25
  260,20150929,  105
  260,20150930,  106
  260,20151001,  105
  260,20151002,  105
  260,20151003,   72
  260,20151004,   86
  260,20151005,   34
  260,20151006,    4
  260,20151007,    9
  260,20151008,   19
  260,20151009,   70
  260,20151010,   69
  260,20151011,   98
  260,20151012,   82
  260,20151013,   17
  260,20151014,    0
  260,20151015,    0
  260,20151016,    0
  260,20151017,    0
  260,20151018,    8
  260,20151019,    0
  260,20151020,    7
  260,20151021,    0
  260,20151022,    0
  260,20151023,    4
  260,20151024,    9
  260,20151025,   76
  260,20151026,   90
  260,20151027,   82
  260,20151028,    8
  260,20151029,   47
  260,20151030,   62
  260,20151031,   89
  260,20151101,   80
  260,20151102,   85
  260,20151103,   76
  260,20151104,    3
  260,20151105,    0
  260,20151106,    2
  260,20151107,    2
  260,20151108,   28
  260,20151109,    7
  260,20151110,    0
  260,20151111,    0
  260,20151112,   35
  260,20151113,   39
  260,20151114,    5
  260,20151115,    0
  260,20151116,    0
  260,20151117,    2
  260,20151118,   24
  260,20151119,    0
  260,20151120,    0
  260,20151121,   11
  260,20151122,   27
  260,20151123,   42
  260,20151124,    0
  260,20151125,    9
  260,20151126,   54
  260,20151127,    0
  260,20151128,   47
  260,20151129,    0
  260,20151130,    0
  260,20151201,    0
  260,20151202,    0
  260,20151203,   14
  260,20151204,   64
  260,20151205,    7
  260,20151206,    6
  260,20151207,   11
  260,20151208,   34
  260,20151209,   62
  260,20151210,    2
  260,20151211,    0
  260,20151212,    9
  260,20151213,   18
  260,20151214,    7
  260,20151215,   39
  260,20151216,    2
  260,20151217,   47
  260,20151218,    0
  260,20151219,    2
  260,20151220,   19
  260,20151221,   15
  260,20151222,    0
  260,20151223,   34
  260,20151224,   29
  260,20151225,    2
  260,20151226,   43
  260,20151227,    0
  260,20151228,   56
  260,20151229,   24
  260,20151230,   64
  260,20151231,   45
